"","month","pct","bnf_code","bnf_name","quantity"
"1066",2019-04-01,"06N","1001030U0AAABAB","Methotrexate 2.5mg tablets",42546
"1067",2019-04-01,"13T","1001030U0AAACAC","Methotrexate 10mg tablets",8
"1068",2019-04-01,"03Q","1001030U0AAABAB","Methotrexate 2.5mg tablets",26885
"1069",2019-04-01,"05C","1001030U0AAACAC","Methotrexate 10mg tablets",84
"1070",2019-04-01,"05L","1001030U0AAABAB","Methotrexate 2.5mg tablets",28620
"1071",2019-04-01,"27D","1001030U0AAABAB","Methotrexate 2.5mg tablets",69355
"1072",2019-04-01,"16C","1001030U0AAABAB","Methotrexate 2.5mg tablets",38807
"1073",2019-04-01,"00R","1001030U0AAABAB","Methotrexate 2.5mg tablets",15179
"1074",2019-04-01,"71E","1001030U0AAACAC","Methotrexate 10mg tablets",281
"1075",2019-04-01,"00P","1001030U0AAABAB","Methotrexate 2.5mg tablets",15336
"1076",2019-04-01,"10X","1001030U0AAABAB","Methotrexate 2.5mg tablets",15921
"1077",2019-04-01,"05D","1001030U0AAABAB","Methotrexate 2.5mg tablets",4496
"1078",2019-04-01,"NKI","1001030U0AAACAC","Methotrexate 10mg tablets",42
"1079",2019-04-01,"26A","1001030U0AAABAB","Methotrexate 2.5mg tablets",85060
"1080",2019-04-01,"RCD","1001030U0AAABAB","Methotrexate 2.5mg tablets",264
"1081",2019-04-01,"05G","1001030U0AAABAB","Methotrexate 2.5mg tablets",20778
"1082",2019-04-01,"08Y","1001030U0AAACAC","Methotrexate 10mg tablets",108
"1083",2019-04-01,"01D","1001030U0AAABAB","Methotrexate 2.5mg tablets",12183
"1084",2019-04-01,"NDA","1001030U0AAACAC","Methotrexate 10mg tablets",28
"1085",2019-04-01,"10V","1001030U0AAACAC","Methotrexate 10mg tablets",16
"1086",2019-04-01,"10R","1001030U0AAACAC","Methotrexate 10mg tablets",4
"1087",2019-04-01,"NLF","1001030U0AAABAB","Methotrexate 2.5mg tablets",896
"1088",2019-04-01,"02G","1001030U0AAACAC","Methotrexate 10mg tablets",8
"1089",2019-04-01,"10C","1001030U0AAABAB","Methotrexate 2.5mg tablets",4377
"1090",2019-04-01,"15E","1001030U0AAACAC","Methotrexate 10mg tablets",604
"1091",2019-04-01,"11N","1001030U0AAACAC","Methotrexate 10mg tablets",34
"1092",2019-04-01,"04Y","1001030U0AAABAB","Methotrexate 2.5mg tablets",8402
"1093",2019-04-01,"11M","1001030U0AAACAC","Methotrexate 10mg tablets",145
"1094",2019-04-01,"05H","1001030U0AAABAB","Methotrexate 2.5mg tablets",6004
"1095",2019-04-01,"97R","1001030U0AAACAC","Methotrexate 10mg tablets",945
"1096",2019-04-01,"06A","1001030U0AAACAC","Methotrexate 10mg tablets",164
"1097",2019-04-01,"06P","1001030U0AAABAB","Methotrexate 2.5mg tablets",12567
"1098",2019-04-01,"91Q","1001030U0AAABAB","Methotrexate 2.5mg tablets",147377
"1099",2019-04-01,"06K","1001030U0AAABAB","Methotrexate 2.5mg tablets",42948
"1100",2019-04-01,"11J","1001030U0AAABAB","Methotrexate 2.5mg tablets",70890
"1101",2019-04-01,"99F","1001030U0AAACAC","Methotrexate 10mg tablets",64
"1102",2019-04-01,"02H","1001030U0AAABAB","Methotrexate 2.5mg tablets",16955
"1103",2019-04-01,"05G","1001030U0AAACAC","Methotrexate 10mg tablets",12
"1104",2019-04-01,"03J","1001030U0AAACAC","Methotrexate 10mg tablets",68
"1105",2019-04-01,"14Q","1001030U0AAABAB","Methotrexate 2.5mg tablets",10
"1106",2019-04-01,"08F","1001030U0AAABAB","Methotrexate 2.5mg tablets",14802
"1107",2019-04-01,"07T","1001030U0AAABAB","Methotrexate 2.5mg tablets",6791
"1108",2019-04-01,"02T","1001030U0AAACAC","Methotrexate 10mg tablets",32
"1109",2019-04-01,"07Y","1001030U0AAACAC","Methotrexate 10mg tablets",663
"1110",2019-04-01,"11X","1001030U0AAACAC","Methotrexate 10mg tablets",28
"1111",2019-04-01,"01W","1001030U0AAACAC","Methotrexate 10mg tablets",4
"1112",2019-04-01,"05V","1001030U0AAABAB","Methotrexate 2.5mg tablets",8852
"1113",2019-04-01,"06Q","1001030U0AAACAC","Methotrexate 10mg tablets",8
"1114",2019-04-01,"05Y","1001030U0AAACAC","Methotrexate 10mg tablets",169
"1115",2019-04-01,"36J","1001030U0AAABAB","Methotrexate 2.5mg tablets",34338
"1116",2019-04-01,"93C","1001030U0AAACAC","Methotrexate 10mg tablets",1354
"1117",2019-04-01,"99C","1001030U0AAABAB","Methotrexate 2.5mg tablets",10496
"1118",2019-04-01,"14L","1001030U0AAACAC","Methotrexate 10mg tablets",4
"1119",2019-04-01,"07W","1001030U0AAACAC","Methotrexate 10mg tablets",514
"1120",2019-04-01,"02G","1001030U0AAABAB","Methotrexate 2.5mg tablets",6341
"1121",2019-04-01,"99C","1001030U0AAACAC","Methotrexate 10mg tablets",12
"1122",2019-04-01,"06T","1001030U0AAACAC","Methotrexate 10mg tablets",156
"1123",2019-05-01,"RY4","1001030U0AAACAC","Methotrexate 10mg tablets",18
"1124",2019-05-01,"01A","1001030U0AAACAC","Methotrexate 10mg tablets",8
"1125",2019-05-01,"99C","1001030U0AAABAB","Methotrexate 2.5mg tablets",11545
"1126",2019-05-01,"07K","1001030U0AAABAB","Methotrexate 2.5mg tablets",20210
"1127",2019-05-01,"15E","1001030U0AAACAC","Methotrexate 10mg tablets",734
"1128",2019-05-01,"01X","1001030U0AAABAB","Methotrexate 2.5mg tablets",14912
"1129",2019-05-01,"03J","1001030U0AAACAC","Methotrexate 10mg tablets",72
"1130",2019-05-01,"06A","1001030U0AAABAB","Methotrexate 2.5mg tablets",15573
"1131",2019-05-01,"01G","1001030U0AAACAC","Methotrexate 10mg tablets",44
"1132",2019-05-01,"10K","1001030U0AAACAC","Methotrexate 10mg tablets",40
"1133",2019-05-01,"36L","1001030U0AAABAB","Methotrexate 2.5mg tablets",70676
"1134",2019-05-01,"04Y","1001030U0AAABAB","Methotrexate 2.5mg tablets",9627
"1135",2019-05-01,"14L","1001030U0AAABAB","Methotrexate 2.5mg tablets",19658
"1136",2019-05-01,"10J","1001030U0AAACAC","Methotrexate 10mg tablets",56
"1137",2019-05-01,"00L","1001030U0AAACAC","Methotrexate 10mg tablets",4
"1138",2019-05-01,"06P","1001030U0AAACAC","Methotrexate 10mg tablets",20
"1139",2019-05-01,"02P","1001030U0AAABAB","Methotrexate 2.5mg tablets",17407
"1140",2019-05-01,"03L","1001030U0AAACAC","Methotrexate 10mg tablets",20
"1141",2019-05-01,"99G","1001030U0AAACAC","Methotrexate 10mg tablets",304
"1142",2019-05-01,"05C","1001030U0AAABAB","Methotrexate 2.5mg tablets",28225
"1143",2019-05-01,"07H","1001030U0AAACAC","Methotrexate 10mg tablets",444
"1144",2019-05-01,"NHT","1001030U0AAABAB","Methotrexate 2.5mg tablets",322
"1145",2019-05-01,"06P","1001030U0AAABAB","Methotrexate 2.5mg tablets",12412
"1146",2019-05-01,"06K","1001030U0AAACAC","Methotrexate 10mg tablets",232
"1147",2019-05-01,"05X","1001030U0AAABAB","Methotrexate 2.5mg tablets",14583
"1148",2019-05-01,"01W","1001030U0AAACAC","Methotrexate 10mg tablets",36
"1149",2019-05-01,"91Q","1001030U0AAABAB","Methotrexate 2.5mg tablets",157162
"1150",2019-05-01,"05N","1001030U0AAABAB","Methotrexate 2.5mg tablets",26416
"1151",2019-05-01,"NDA","1001030U0AAABAB","Methotrexate 2.5mg tablets",1184
"1152",2019-05-01,"03N","1001030U0AAACAC","Methotrexate 10mg tablets",12
"1153",2019-05-01,"03R","1001030U0AAACAC","Methotrexate 10mg tablets",106
"1154",2019-05-01,"07P","1001030U0AAACAC","Methotrexate 10mg tablets",292
"1155",2019-05-01,"02T","1001030U0AAACAC","Methotrexate 10mg tablets",40
"1156",2019-05-01,"02G","1001030U0AAABAB","Methotrexate 2.5mg tablets",7117
"1157",2019-05-01,"04C","1001030U0AAACAC","Methotrexate 10mg tablets",500
"1158",2019-05-01,"RY2","1001030U0AAABAB","Methotrexate 2.5mg tablets",800
"1159",2019-05-01,"01T","1001030U0AAABAB","Methotrexate 2.5mg tablets",12870
"1160",2019-05-01,"03N","1001030U0AAABAB","Methotrexate 2.5mg tablets",48212
"1161",2019-05-01,"04V","1001030U0AAACAC","Methotrexate 10mg tablets",390
"1162",2019-05-01,"05Q","1001030U0AAACAC","Methotrexate 10mg tablets",105
"1163",2019-05-01,"RFR","1001030U0AAABAB","Methotrexate 2.5mg tablets",48
"1164",2019-05-01,"99M","1001030U0AAABAB","Methotrexate 2.5mg tablets",11050
"1165",2019-05-01,"RRF","1001030U0AAABAB","Methotrexate 2.5mg tablets",252
"1166",2019-05-01,"05D","1001030U0AAABAB","Methotrexate 2.5mg tablets",4412
"1167",2019-05-01,"11N","1001030U0AAABAB","Methotrexate 2.5mg tablets",49493
"1168",2019-05-01,"RCD","1001030U0AAABAB","Methotrexate 2.5mg tablets",174
"1169",2019-05-01,"02A","1001030U0AAACAC","Methotrexate 10mg tablets",8
"1170",2019-05-01,"07Y","1001030U0AAABAB","Methotrexate 2.5mg tablets",14506
"1171",2019-05-01,"14Y","1001030U0AAACAC","Methotrexate 10mg tablets",1074
"1172",2019-05-01,"18C","1001030U0AAACAC","Methotrexate 10mg tablets",16
"1173",2019-05-01,"06T","1001030U0AAABAB","Methotrexate 2.5mg tablets",26300
"1174",2019-05-01,"03A","1001030U0AAABAB","Methotrexate 2.5mg tablets",16833
"1175",2019-05-01,"00Q","1001030U0AAABAB","Methotrexate 2.5mg tablets",9644
"1176",2019-05-01,"99F","1001030U0AAACAC","Methotrexate 10mg tablets",52
"1177",2019-05-01,"RL4","1001030U0AAABAB","Methotrexate 2.5mg tablets",1149
"1178",2019-05-01,"05Y","1001030U0AAACAC","Methotrexate 10mg tablets",92
"1179",2019-05-01,"15N","1001030U0AAACAC","Methotrexate 10mg tablets",34
"1180",2019-05-01,"02P","1001030U0AAACAC","Methotrexate 10mg tablets",12
"1181",2019-05-01,"11X","1001030U0AAABAB","Methotrexate 2.5mg tablets",52700
"1182",2019-05-01,"09D","1001030U0AAACAC","Methotrexate 10mg tablets",20
"1183",2019-05-01,"06Q","1001030U0AAACAC","Methotrexate 10mg tablets",12
"1184",2019-05-01,"01Y","1001030U0AAABAB","Methotrexate 2.5mg tablets",15006
"1185",2019-05-01,"84H","1001030U0AAACAC","Methotrexate 10mg tablets",4
"1186",2019-05-01,"08E","1001030U0AAACAC","Methotrexate 10mg tablets",156
"1187",2019-05-01,"06F","1001030U0AAABAB","Methotrexate 2.5mg tablets",37031
"1188",2019-05-01,"02X","1001030U0AAACAC","Methotrexate 10mg tablets",8
"1189",2019-05-01,"04F","1001030U0AAABAB","Methotrexate 2.5mg tablets",16270
"1190",2019-05-01,"97R","1001030U0AAABAB","Methotrexate 2.5mg tablets",41487
"1191",2019-05-01,"07H","1001030U0AAABAB","Methotrexate 2.5mg tablets",20929
"1192",2019-05-01,"01V","1001030U0AAABAB","Methotrexate 2.5mg tablets",9336
"1193",2019-05-01,"02X","1001030U0AAABAB","Methotrexate 2.5mg tablets",29328
"1194",2019-05-01,"05W","1001030U0AAABAB","Methotrexate 2.5mg tablets",22787
"1195",2019-05-01,"02M","1001030U0AAACAC","Methotrexate 10mg tablets",4
"1196",2019-05-01,"07T","1001030U0AAABAB","Methotrexate 2.5mg tablets",7527
"1197",2019-05-01,"13T","1001030U0AAACAC","Methotrexate 10mg tablets",12
"1198",2019-05-01,"03Q","1001030U0AAACAC","Methotrexate 10mg tablets",16
"1199",2019-05-01,"08M","1001030U0AAABAB","Methotrexate 2.5mg tablets",8240
"1200",2019-05-01,"01H","1001030U0AAABAB","Methotrexate 2.5mg tablets",32829
"1201",2019-05-01,"06L","1001030U0AAACAC","Methotrexate 10mg tablets",14
"1202",2019-05-01,"10R","1001030U0AAABAB","Methotrexate 2.5mg tablets",14657
"1203",2019-05-01,"14L","1001030U0AAACAC","Methotrexate 10mg tablets",28
"1204",2019-05-01,"10K","1001030U0AAABAB","Methotrexate 2.5mg tablets",17475
"1205",2019-05-01,"99G","1001030U0AAABAB","Methotrexate 2.5mg tablets",12569
"1206",2019-05-01,"NLF","1001030U0AAABAB","Methotrexate 2.5mg tablets",348
"1207",2019-05-01,"NCN","1001030U0AAABAB","Methotrexate 2.5mg tablets",664
"1208",2019-05-01,"91Q","1001030U0AAACAC","Methotrexate 10mg tablets",3221
"1209",2019-05-01,"15E","1001030U0AAABAB","Methotrexate 2.5mg tablets",56075
"1210",2019-05-01,"04V","1001030U0AAABAB","Methotrexate 2.5mg tablets",29326
"1211",2019-05-01,"36J","1001030U0AAACAC","Methotrexate 10mg tablets",89
"1212",2019-05-01,"07L","1001030U0AAACAC","Methotrexate 10mg tablets",120
"1213",2019-05-01,"03J","1001030U0AAABAB","Methotrexate 2.5mg tablets",19331
"1214",2019-05-01,"06A","1001030U0AAACAC","Methotrexate 10mg tablets",82
"1215",2019-05-01,"03F","1001030U0AAABAB","Methotrexate 2.5mg tablets",22339
"1216",2019-05-01,"36L","1001030U0AAACAC","Methotrexate 10mg tablets",709
"1217",2019-05-01,"71E","1001030U0AAABAB","Methotrexate 2.5mg tablets",58021
"1218",2019-05-01,"15F","1001030U0AAABAB","Methotrexate 2.5mg tablets",65549
"1219",2019-05-01,"01W","1001030U0AAABAB","Methotrexate 2.5mg tablets",19110
"1220",2019-05-01,"03Q","1001030U0AAABAB","Methotrexate 2.5mg tablets",28386
"1221",2019-05-01,"00N","1001030U0AAABAB","Methotrexate 2.5mg tablets",10794
"1222",2019-05-01,"RDR","1001030U0AAABAB","Methotrexate 2.5mg tablets",60
"1223",2019-05-01,"70F","1001030U0AAACAC","Methotrexate 10mg tablets",84
"1224",2019-05-01,"07Y","1001030U0AAACAC","Methotrexate 10mg tablets",635
"1225",2019-05-01,"01J","1001030U0AAABAB","Methotrexate 2.5mg tablets",11080
"1226",2019-05-01,"26A","1001030U0AAACAC","Methotrexate 10mg tablets",4
"1227",2019-05-01,"08E","1001030U0AAABAB","Methotrexate 2.5mg tablets",10869
"1228",2019-05-01,"01H","1001030U0AAACAC","Methotrexate 10mg tablets",228
"1229",2019-05-01,"00T","1001030U0AAACAC","Methotrexate 10mg tablets",16
"1230",2019-05-01,"42D","1001030U0AAACAC","Methotrexate 10mg tablets",191
"1231",2019-05-01,"92A","1001030U0AAACAC","Methotrexate 10mg tablets",292
"1232",2019-05-01,"NCN","1001030U0AAACAC","Methotrexate 10mg tablets",28
"1233",2019-05-01,"05G","1001030U0AAACAC","Methotrexate 10mg tablets",8
"1234",2019-05-01,"11N","1001030U0AAACAC","Methotrexate 10mg tablets",34
"1235",2019-05-01,"08F","1001030U0AAACAC","Methotrexate 10mg tablets",76
"1236",2019-05-01,"15C","1001030U0AAABAB","Methotrexate 2.5mg tablets",76308
"1237",2019-05-01,"15M","1001030U0AAACAC","Methotrexate 10mg tablets",96
"1238",2019-05-01,"05L","1001030U0AAACAC","Methotrexate 10mg tablets",52
"1239",2019-05-01,"05X","1001030U0AAACAC","Methotrexate 10mg tablets",60
"1240",2019-05-01,"RJ1","1001030U0AAABAB","Methotrexate 2.5mg tablets",32
"1241",2019-05-01,"52R","1001030U0AAABAB","Methotrexate 2.5mg tablets",86621
"1242",2019-05-01,"36J","1001030U0AAABAB","Methotrexate 2.5mg tablets",37772
"1243",2019-05-01,"01E","1001030U0AAABAB","Methotrexate 2.5mg tablets",11276
"1244",2019-05-01,"06K","1001030U0AAABAB","Methotrexate 2.5mg tablets",45791
"1245",2019-05-01,"92G","1001030U0AAACAC","Methotrexate 10mg tablets",126
"1246",2019-05-01,"04F","1001030U0AAACAC","Methotrexate 10mg tablets",1164
"1247",2019-05-01,"01K","1001030U0AAACAC","Methotrexate 10mg tablets",16
"1248",2019-05-01,"05L","1001030U0AAABAB","Methotrexate 2.5mg tablets",29690
"1249",2019-05-01,"07K","1001030U0AAACAC","Methotrexate 10mg tablets",8
"1250",2019-05-01,"03A","1001030U0AAACAC","Methotrexate 10mg tablets",100
"1251",2019-05-01,"15D","1001030U0AAABAB","Methotrexate 2.5mg tablets",19736
"1252",2019-05-01,"AAX","1001030U0AAACAC","Methotrexate 10mg tablets",8
"1253",2019-05-01,"05H","1001030U0AAABAB","Methotrexate 2.5mg tablets",6731
"1254",2019-05-01,"R1L","1001030U0AAABAB","Methotrexate 2.5mg tablets",6
"1255",2019-05-01,"09A","1001030U0AAABAB","Methotrexate 2.5mg tablets",4105
"1256",2019-05-01,"06F","1001030U0AAACAC","Methotrexate 10mg tablets",80
"1257",2019-05-01,"NBF","1001030U0AAABAB","Methotrexate 2.5mg tablets",32
"1258",2019-05-01,"02E","1001030U0AAABAB","Methotrexate 2.5mg tablets",17845
"1259",2019-05-01,"99E","1001030U0AAACAC","Methotrexate 10mg tablets",28
"1260",2019-05-01,"10X","1001030U0AAACAC","Methotrexate 10mg tablets",52
"1261",2019-05-01,"12F","1001030U0AAABAB","Methotrexate 2.5mg tablets",29013
"1262",2019-05-01,"05R","1001030U0AAABAB","Methotrexate 2.5mg tablets",9842
"1263",2019-05-01,"15D","1001030U0AAACAC","Methotrexate 10mg tablets",374
"1264",2019-05-01,"AAX","1001030U0AAABAB","Methotrexate 2.5mg tablets",180
"1265",2019-05-01,"01Y","1001030U0AAACAC","Methotrexate 10mg tablets",24
"1266",2019-05-01,"02A","1001030U0AAABAB","Methotrexate 2.5mg tablets",12269
"1267",2019-05-01,"05A","1001030U0AAABAB","Methotrexate 2.5mg tablets",22108
"1268",2019-05-01,"RL4","1001030U0AAACAC","Methotrexate 10mg tablets",12
"1269",2019-05-01,"05G","1001030U0AAABAB","Methotrexate 2.5mg tablets",22098
"1270",2019-05-01,"02Y","1001030U0AAABAB","Methotrexate 2.5mg tablets",31292
"1271",2019-05-01,"03W","1001030U0AAACAC","Methotrexate 10mg tablets",272
"1272",2019-05-01,"RY5","1001030U0AAABAB","Methotrexate 2.5mg tablets",28
"1273",2019-05-01,"07G","1001030U0AAACAC","Methotrexate 10mg tablets",28
"1274",2019-05-01,"07T","1001030U0AAACAC","Methotrexate 10mg tablets",92
"1275",2019-05-01,"72Q","1001030U0AAABAB","Methotrexate 2.5mg tablets",67318
"1276",2019-05-01,"10Q","1001030U0AAACAC","Methotrexate 10mg tablets",20
"1277",2019-05-01,"08W","1001030U0AAABAB","Methotrexate 2.5mg tablets",12232
"1278",2019-05-01,"01K","1001030U0AAABAB","Methotrexate 2.5mg tablets",23396
"1279",2019-05-01,"14Y","1001030U0AAABAB","Methotrexate 2.5mg tablets",33463
"1280",2019-05-01,"97R","1001030U0AAACAC","Methotrexate 10mg tablets",1008
"1281",2019-05-01,"00Y","1001030U0AAACAC","Methotrexate 10mg tablets",12
"1282",2019-05-01,"08W","1001030U0AAACAC","Methotrexate 10mg tablets",760
"1283",2019-05-01,"08Y","1001030U0AAABAB","Methotrexate 2.5mg tablets",5594
"1284",2019-05-01,"06N","1001030U0AAABAB","Methotrexate 2.5mg tablets",43061
"1285",2019-05-01,"NVE","1001030U0AAABAB","Methotrexate 2.5mg tablets",23
"1286",2019-05-01,"26A","1001030U0AAABAB","Methotrexate 2.5mg tablets",88371
"1287",2019-05-01,"01A","1001030U0AAABAB","Methotrexate 2.5mg tablets",19788
"1288",2019-05-01,"92A","1001030U0AAABAB","Methotrexate 2.5mg tablets",80541
"1289",2019-05-01,"00V","1001030U0AAABAB","Methotrexate 2.5mg tablets",9806
"1290",2019-05-01,"15N","1001030U0AAABAB","Methotrexate 2.5mg tablets",126767
"1291",2019-05-01,"01D","1001030U0AAABAB","Methotrexate 2.5mg tablets",13199
"1292",2019-05-01,"11J","1001030U0AAACAC","Methotrexate 10mg tablets",8
"1293",2019-05-01,"08V","1001030U0AAABAB","Methotrexate 2.5mg tablets",8035
"1294",2019-05-01,"09D","1001030U0AAABAB","Methotrexate 2.5mg tablets",15605
"1295",2019-05-01,"02H","1001030U0AAACAC","Methotrexate 10mg tablets",12
"1296",2019-05-01,"11J","1001030U0AAABAB","Methotrexate 2.5mg tablets",74218
"1297",2019-05-01,"05C","1001030U0AAACAC","Methotrexate 10mg tablets",49
"1298",2019-05-01,"15F","1001030U0AAACAC","Methotrexate 10mg tablets",4876
"1299",2019-05-01,"04Y","1001030U0AAACAC","Methotrexate 10mg tablets",192
"1300",2019-05-01,"05R","1001030U0AAACAC","Methotrexate 10mg tablets",8
"1301",2019-05-01,"10C","1001030U0AAABAB","Methotrexate 2.5mg tablets",4886
"1302",2019-05-01,"84H","1001030U0AAABAB","Methotrexate 2.5mg tablets",40829
"1303",2019-05-01,"11A","1001030U0AAABAB","Methotrexate 2.5mg tablets",51865
"1304",2019-05-01,"99M","1001030U0AAACAC","Methotrexate 10mg tablets",204
"1305",2019-05-01,"00Y","1001030U0AAABAB","Methotrexate 2.5mg tablets",18520
"1306",2019-05-01,"11M","1001030U0AAACAC","Methotrexate 10mg tablets",200
"1307",2019-05-01,"05A","1001030U0AAACAC","Methotrexate 10mg tablets",16
"1308",2019-05-01,"NTP","1001030U0AAABAB","Methotrexate 2.5mg tablets",10
"1309",2019-05-01,"RJ7","1001030U0AAACAC","Methotrexate 10mg tablets",18
"1310",2019-05-01,"04C","1001030U0AAABAB","Methotrexate 2.5mg tablets",27149
"1311",2019-05-01,"02Q","1001030U0AAABAB","Methotrexate 2.5mg tablets",10340
"1312",2019-05-01,"03L","1001030U0AAABAB","Methotrexate 2.5mg tablets",26898
"1313",2019-05-01,"08C","1001030U0AAACAC","Methotrexate 10mg tablets",138
"1314",2019-05-01,"02T","1001030U0AAABAB","Methotrexate 2.5mg tablets",15282
"1315",2019-05-01,"00V","1001030U0AAACAC","Methotrexate 10mg tablets",4
"1316",2019-05-01,"05D","1001030U0AAACAC","Methotrexate 10mg tablets",8
"1317",2019-05-01,"08N","1001030U0AAACAC","Methotrexate 10mg tablets",266
"1318",2019-05-01,"10Q","1001030U0AAABAB","Methotrexate 2.5mg tablets",64234
"1319",2019-05-01,"78H","1001030U0AAACAC","Methotrexate 10mg tablets",2147
"1320",2019-05-01,"R1A","1001030U0AAABAB","Methotrexate 2.5mg tablets",36
"1321",2019-05-01,"10J","1001030U0AAABAB","Methotrexate 2.5mg tablets",16501
"1322",2019-05-01,"00L","1001030U0AAABAB","Methotrexate 2.5mg tablets",30981
"1323",2019-05-01,"06Q","1001030U0AAABAB","Methotrexate 2.5mg tablets",27706
"1324",2019-05-01,"08G","1001030U0AAACAC","Methotrexate 10mg tablets",747
"1325",2019-05-01,"10C","1001030U0AAACAC","Methotrexate 10mg tablets",20
"1326",2019-05-01,"08M","1001030U0AAACAC","Methotrexate 10mg tablets",205
"1327",2019-05-01,"52R","1001030U0AAACAC","Methotrexate 10mg tablets",92
"1328",2019-05-01,"42D","1001030U0AAABAB","Methotrexate 2.5mg tablets",42362
"1329",2019-05-01,"RXH","1001030U0AAABAB","Methotrexate 2.5mg tablets",583
"1330",2019-05-01,"08Y","1001030U0AAACAC","Methotrexate 10mg tablets",116
"1331",2019-05-01,"15C","1001030U0AAACAC","Methotrexate 10mg tablets",297
"1332",2019-05-01,"00X","1001030U0AAABAB","Methotrexate 2.5mg tablets",10554
"1333",2019-05-01,"01E","1001030U0AAACAC","Methotrexate 10mg tablets",16
"1334",2019-05-01,"27D","1001030U0AAABAB","Methotrexate 2.5mg tablets",77346
"1335",2019-05-01,"00P","1001030U0AAABAB","Methotrexate 2.5mg tablets",15571
"1336",2019-05-01,"00R","1001030U0AAACAC","Methotrexate 10mg tablets",8
"1337",2019-05-01,"05Q","1001030U0AAABAB","Methotrexate 2.5mg tablets",12840
"1338",2019-05-01,"10L","1001030U0AAABAB","Methotrexate 2.5mg tablets",13514
"1339",2019-05-01,"05N","1001030U0AAACAC","Methotrexate 10mg tablets",78
"1340",2019-05-01,"NYG","1001030U0AAABAB","Methotrexate 2.5mg tablets",3090
"1341",2019-05-01,"06H","1001030U0AAACAC","Methotrexate 10mg tablets",68
"1342",2019-05-01,"NMG","1001030U0AAACAC","Methotrexate 10mg tablets",8
"1343",2019-05-01,"07L","1001030U0AAABAB","Methotrexate 2.5mg tablets",9409
"1344",2019-05-01,"RCB","1001030U0AAACAC","Methotrexate 10mg tablets",56
"1345",2019-05-01,"10X","1001030U0AAABAB","Methotrexate 2.5mg tablets",16147
"1346",2019-05-01,"08C","1001030U0AAABAB","Methotrexate 2.5mg tablets",4900
"1347",2019-05-01,"RJ7","1001030U0AAABAB","Methotrexate 2.5mg tablets",430
"1348",2019-05-01,"93C","1001030U0AAACAC","Methotrexate 10mg tablets",1366
"1349",2019-05-01,"08F","1001030U0AAABAB","Methotrexate 2.5mg tablets",15996
"1350",2019-05-01,"16C","1001030U0AAACAC","Methotrexate 10mg tablets",44
"1351",2019-05-01,"01F","1001030U0AAABAB","Methotrexate 2.5mg tablets",10634
"1352",2019-05-01,"99F","1001030U0AAABAB","Methotrexate 2.5mg tablets",16677
"1353",2019-05-01,"71E","1001030U0AAACAC","Methotrexate 10mg tablets",266
"1354",2019-05-01,"99E","1001030U0AAABAB","Methotrexate 2.5mg tablets",19767
"1355",2019-05-01,"00P","1001030U0AAACAC","Methotrexate 10mg tablets",36
"1356",2019-05-01,"08V","1001030U0AAACAC","Methotrexate 10mg tablets",84
"1357",2019-05-01,"10V","1001030U0AAABAB","Methotrexate 2.5mg tablets",19798
"1358",2019-05-01,"72Q","1001030U0AAACAC","Methotrexate 10mg tablets",2283
"1359",2019-05-01,"02M","1001030U0AAABAB","Methotrexate 2.5mg tablets",18817
"1360",2019-05-01,"70F","1001030U0AAABAB","Methotrexate 2.5mg tablets",75967
"1361",2019-05-01,"92G","1001030U0AAABAB","Methotrexate 2.5mg tablets",94173
"1362",2019-05-01,"10R","1001030U0AAACAC","Methotrexate 10mg tablets",8
"1363",2019-05-01,"06H","1001030U0AAABAB","Methotrexate 2.5mg tablets",78079
"1364",2019-05-01,"11M","1001030U0AAABAB","Methotrexate 2.5mg tablets",64447
"1365",2019-05-01,"01D","1001030U0AAACAC","Methotrexate 10mg tablets",80
"1366",2019-05-01,"05V","1001030U0AAACAC","Methotrexate 10mg tablets",52
"1367",2019-05-01,"ACH","1001030U0AAABAB","Methotrexate 2.5mg tablets",140
"1368",2019-05-01,"NTV","1001030U0AAABAB","Methotrexate 2.5mg tablets",56
"1369",2019-05-01,"15M","1001030U0AAABAB","Methotrexate 2.5mg tablets",71829
"1370",2019-05-01,"05Y","1001030U0AAABAB","Methotrexate 2.5mg tablets",14948
"1371",2019-05-01,"01G","1001030U0AAABAB","Methotrexate 2.5mg tablets",12543
"1372",2019-05-01,"03K","1001030U0AAACAC","Methotrexate 10mg tablets",8
"1373",2019-05-01,"05V","1001030U0AAABAB","Methotrexate 2.5mg tablets",9208
"1374",2019-05-01,"09A","1001030U0AAACAC","Methotrexate 10mg tablets",180
"1375",2019-05-01,"27D","1001030U0AAACAC","Methotrexate 10mg tablets",124
"1376",2019-05-01,"10V","1001030U0AAACAC","Methotrexate 10mg tablets",24
"1377",2019-05-01,"02H","1001030U0AAABAB","Methotrexate 2.5mg tablets",18984
"1378",2019-05-01,"06L","1001030U0AAABAB","Methotrexate 2.5mg tablets",27671
"1379",2019-05-01,"08N","1001030U0AAABAB","Methotrexate 2.5mg tablets",15589
"1380",2019-05-01,"03W","1001030U0AAABAB","Methotrexate 2.5mg tablets",28673
"1381",2019-05-01,"06N","1001030U0AAACAC","Methotrexate 10mg tablets",192
"1382",2019-05-01,"99A","1001030U0AAABAB","Methotrexate 2.5mg tablets",27713
"1383",2019-05-01,"11A","1001030U0AAACAC","Methotrexate 10mg tablets",184
