,type,id,bnf_code,nm,ingredient,ddd,ddd_uomcd,category,paragraph,Route,ddd_flag
296,vmp,38082611000001103,,Clindamycin 300mg/50ml infusion bags,Clindamycin phosphate,-9.223372036854776e+18,,Access,Clindamycin and lincomycin,Injectable,0
297,vmp,12021711000001102,0501060D0AAAGAG,Clindamycin 300mg/5ml oral solution,Clindamycin hydrochloride,1.2,258682000.0,Access,Clindamycin and lincomycin,Oral,1
298,vmp,12021811000001105,0501060D0AAAIAI,Clindamycin 400mg/5ml oral solution,Clindamycin hydrochloride,1.2,258682000.0,Access,Clindamycin and lincomycin,Oral,1
299,vmp,32748011000001108,0501060D0AAAPAP,Clindamycin 450mg/5ml oral solution,Clindamycin hydrochloride,1200.0,258684004.0,Access,Clindamycin and lincomycin,Oral,1
300,vmp,36458711000001104,0501060D0AAASAS,Clindamycin 50mg/5ml oral suspension,Clindamycin hydrochloride,1.2,258682000.0,Access,Clindamycin and lincomycin,Oral,1
301,vmp,36087311000001101,0501060E0AAABAB,Clindamycin 600mg/4ml solution for injection ampoules,Clindamycin phosphate,1.8,258682000.0,Access,Clindamycin and lincomycin,Injectable,1
302,vmp,36087311000001101,0501060E0AAABAB,Clindamycin 600mg/4ml solution for injection ampoules,Clindamycin phosphate,1.8,258682000.0,Access,Clindamycin and lincomycin,Injectable,1
303,vmp,324280008,0501060E0AAABAB,Clindamycin 600mg/4ml solution for injection ampoules,Clindamycin phosphate,1.8,258682000.0,Access,Clindamycin and lincomycin,Injectable,1
304,vmp,324280008,0501060E0AAABAB,Clindamycin 600mg/4ml solution for injection ampoules,Clindamycin phosphate,1.8,258682000.0,Access,Clindamycin and lincomycin,Injectable,1
305,vmp,38082711000001107,,Clindamycin 600mg/50ml infusion bags,Clindamycin phosphate,-9.223372036854776e+18,,Access,Clindamycin and lincomycin,Injectable,0
306,vmp,18519211000001105,0501060D0AAALAL,Clindamycin 60mg/5ml oral solution,Clindamycin hydrochloride,1.2,258682000.0,Access,Clindamycin and lincomycin,Oral,1
307,vmp,324276003,0501060D0AAAAAA,Clindamycin 75mg capsules,Clindamycin hydrochloride,1.2,258682000.0,Access,Clindamycin and lincomycin,Oral,1
308,vmp,27864611000001100,0501060D0AAAEAE,Clindamycin 75mg/5ml oral solution,Clindamycin hydrochloride,1.2,258682000.0,Access,Clindamycin and lincomycin,Oral,1
309,vmp,370622000,0501060D0AAAEAE,Clindamycin 75mg/5ml oral solution,Clindamycin hydrochloride,1.2,258682000.0,Access,Clindamycin and lincomycin,Oral,1
310,vmp,8360611000001101,0501060D0AAANAN,Clindamycin 75mg/5ml oral suspension,Clindamycin hydrochloride,1.2,258682000.0,Access,Clindamycin and lincomycin,Oral,1
311,vmp,3405211000001103,1304000G0AACACA,"Clobetasol 500microgram / Neomycin 5mg / Nystatin 100,000units/g cream",Neomycin sulfate,-9.223372036854776e+18,,Watch,Aminoglycosides,Topical,0
312,vmp,3405411000001104,1304000G0AACBCB,"Clobetasol 500microgram / Neomycin 5mg / Nystatin 100,000units/g ointment",Neomycin sulfate,-9.223372036854776e+18,,Watch,Aminoglycosides,Topical,0
313,vmp,324509007,0501100C0AAAAAA,Clofazimine 100mg capsules,Clofazimine,100.0,258684004.0,Uncategorised,Others,Oral,1
314,vmp,376085005,0501100C0AAACAC,Clofazimine 50mg capsules,Clofazimine,100.0,258684004.0,Uncategorised,Others,Oral,1
315,vmp,323568005,0501013K0AAAFAF,Co-amoxiclav 1000mg/200mg powder for solution for injection vials,Amoxicillin sodium,3.0,258682000.0,Access,Penicillins,Injectable,1
316,vmp,323568005,0501013K0AAAFAF,Co-amoxiclav 1000mg/200mg powder for solution for injection vials,Potassium clavulanate,3.0,258682000.0,Access,Penicillins,Injectable,1
317,vmp,23673611000001106,,Co-amoxiclav 1000mg/200mg/100ml infusion bags,Amoxicillin sodium,-9.223372036854776e+18,,Access,Penicillins,Injectable,0
318,vmp,23673611000001106,,Co-amoxiclav 1000mg/200mg/100ml infusion bags,Potassium clavulanate,-9.223372036854776e+18,,Access,Penicillins,Injectable,0
319,vmp,22515011000001106,,Co-amoxiclav 1000mg/200mg/50ml infusion bags,Amoxicillin sodium,-9.223372036854776e+18,,Access,Penicillins,Injectable,0
320,vmp,22515011000001106,,Co-amoxiclav 1000mg/200mg/50ml infusion bags,Potassium clavulanate,-9.223372036854776e+18,,Access,Penicillins,Injectable,0
321,vmp,7322211000001104,0501013K0AAAHAH,Co-amoxiclav 125mg/31mg/5ml oral suspension,Amoxicillin trihydrate,1.5,258682000.0,Access,Penicillins,Oral,1
322,vmp,7322211000001104,0501013K0AAAHAH,Co-amoxiclav 125mg/31mg/5ml oral suspension,Potassium clavulanate,1.5,258682000.0,Access,Penicillins,Oral,1
323,vmp,36565811000001104,0501013K0AAADAD,Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free,Amoxicillin trihydrate,1.5,258682000.0,Access,Penicillins,Oral,1
324,vmp,36565811000001104,0501013K0AAADAD,Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free,Potassium clavulanate,1.5,258682000.0,Access,Penicillins,Oral,1
325,vmp,323535003,0501013K0AAADAD,Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free,Amoxicillin trihydrate,1.5,258682000.0,Access,Penicillins,Oral,1
326,vmp,323535003,0501013K0AAADAD,Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free,Potassium clavulanate,1.5,258682000.0,Access,Penicillins,Oral,1
327,vmp,39021311000001109,0501013K0AAABAB,Co-amoxiclav 250mg/125mg dispersible tablets sugar free,Amoxicillin trihydrate,1.5,258682000.0,Access,Penicillins,Oral,1
328,vmp,39021311000001109,0501013K0AAABAB,Co-amoxiclav 250mg/125mg dispersible tablets sugar free,Potassium clavulanate,1.5,258682000.0,Access,Penicillins,Oral,1
329,vmp,323564007,0501013K0AAABAB,Co-amoxiclav 250mg/125mg dispersible tablets sugar free,Amoxicillin trihydrate,1.5,258682000.0,Access,Penicillins,Oral,1
330,vmp,323564007,0501013K0AAABAB,Co-amoxiclav 250mg/125mg dispersible tablets sugar free,Potassium clavulanate,1.5,258682000.0,Access,Penicillins,Oral,1
331,vmp,39732111000001101,0501013K0AAAAAA,Co-amoxiclav 250mg/125mg tablets,Amoxicillin trihydrate,1.5,258682000.0,Access,Penicillins,Oral,1
332,vmp,39732111000001101,0501013K0AAAAAA,Co-amoxiclav 250mg/125mg tablets,Potassium clavulanate,1.5,258682000.0,Access,Penicillins,Oral,1
333,vmp,323563001,0501013K0AAAAAA,Co-amoxiclav 250mg/125mg tablets,Amoxicillin trihydrate,1.5,258682000.0,Access,Penicillins,Oral,1
334,vmp,323563001,0501013K0AAAAAA,Co-amoxiclav 250mg/125mg tablets,Potassium clavulanate,1.5,258682000.0,Access,Penicillins,Oral,1
335,vmp,7322311000001107,0501013K0AAAIAI,Co-amoxiclav 250mg/62mg/5ml oral suspension,Amoxicillin trihydrate,1.5,258682000.0,Access,Penicillins,Oral,1
336,vmp,7322311000001107,0501013K0AAAIAI,Co-amoxiclav 250mg/62mg/5ml oral suspension,Potassium clavulanate,1.5,258682000.0,Access,Penicillins,Oral,1
337,vmp,37083611000001104,0501013K0AAAGAG,Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free,Amoxicillin trihydrate,1.5,258682000.0,Access,Penicillins,Oral,1
338,vmp,37083611000001104,0501013K0AAAGAG,Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free,Potassium clavulanate,1.5,258682000.0,Access,Penicillins,Oral,1
339,vmp,323569002,0501013K0AAAGAG,Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free,Amoxicillin trihydrate,1.5,258682000.0,Access,Penicillins,Oral,1
340,vmp,323569002,0501013K0AAAGAG,Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free,Potassium clavulanate,1.5,258682000.0,Access,Penicillins,Oral,1
341,vmp,37083711000001108,0501013K0AAAKAK,Co-amoxiclav 400mg/57mg/5ml oral suspension sugar free,Amoxicillin trihydrate,1.5,258682000.0,Access,Penicillins,Oral,1
342,vmp,37083711000001108,0501013K0AAAKAK,Co-amoxiclav 400mg/57mg/5ml oral suspension sugar free,Potassium clavulanate,1.5,258682000.0,Access,Penicillins,Oral,1
343,vmp,323542003,0501013K0AAAKAK,Co-amoxiclav 400mg/57mg/5ml oral suspension sugar free,Amoxicillin trihydrate,1.5,258682000.0,Access,Penicillins,Oral,1
344,vmp,323542003,0501013K0AAAKAK,Co-amoxiclav 400mg/57mg/5ml oral suspension sugar free,Potassium clavulanate,1.5,258682000.0,Access,Penicillins,Oral,1
345,vmp,323567000,0501013K0AAAEAE,Co-amoxiclav 500mg/100mg powder for solution for injection vials,Amoxicillin sodium,3.0,258682000.0,Access,Penicillins,Injectable,1
346,vmp,323567000,0501013K0AAAEAE,Co-amoxiclav 500mg/100mg powder for solution for injection vials,Potassium clavulanate,3.0,258682000.0,Access,Penicillins,Injectable,1
347,vmp,22514411000001103,,Co-amoxiclav 500mg/100mg/50ml infusion bags,Amoxicillin sodium,-9.223372036854776e+18,,Access,Penicillins,Injectable,0
348,vmp,22514411000001103,,Co-amoxiclav 500mg/100mg/50ml infusion bags,Potassium clavulanate,-9.223372036854776e+18,,Access,Penicillins,Injectable,0
349,vmp,39732211000001107,0501013K0AAAJAJ,Co-amoxiclav 500mg/125mg tablets,Amoxicillin trihydrate,1.5,258682000.0,Access,Penicillins,Oral,1
350,vmp,39732211000001107,0501013K0AAAJAJ,Co-amoxiclav 500mg/125mg tablets,Potassium clavulanate,1.5,258682000.0,Access,Penicillins,Oral,1
351,vmp,323539009,0501013K0AAAJAJ,Co-amoxiclav 500mg/125mg tablets,Amoxicillin trihydrate,1.5,258682000.0,Access,Penicillins,Oral,1
352,vmp,323539009,0501013K0AAAJAJ,Co-amoxiclav 500mg/125mg tablets,Potassium clavulanate,1.5,258682000.0,Access,Penicillins,Oral,1
353,vmp,39732511000001105,0501013K0AAANAN,Co-amoxiclav 875mg/125mg tablets,Amoxicillin trihydrate,-9.223372036854776e+18,,Access,Penicillins,Oral,0
354,vmp,39732511000001105,0501013K0AAANAN,Co-amoxiclav 875mg/125mg tablets,Potassium clavulanate,-9.223372036854776e+18,,Access,Penicillins,Oral,0
355,vmp,392259005,0501013K0AAANAN,Co-amoxiclav 875mg/125mg tablets,Amoxicillin trihydrate,-9.223372036854776e+18,,Access,Penicillins,Oral,0
356,vmp,392259005,0501013K0AAANAN,Co-amoxiclav 875mg/125mg tablets,Potassium clavulanate,-9.223372036854776e+18,,Access,Penicillins,Oral,0
357,vmp,36090611000001106,0501013L0AAADAD,Co-fluampicil 125mg/125mg/5ml oral suspension,Flucloxacillin magnesium,-9.223372036854776e+18,,Access,Penicillins,Oral,0
358,vmp,36090611000001106,0501013L0AAADAD,Co-fluampicil 125mg/125mg/5ml oral suspension,Ampicillin trihydrate,-9.223372036854776e+18,,Access,Penicillins,Oral,0
359,vmp,323625000,0501013L0AAADAD,Co-fluampicil 125mg/125mg/5ml oral suspension,Flucloxacillin magnesium,-9.223372036854776e+18,,Access,Penicillins,Oral,0
360,vmp,323625000,0501013L0AAADAD,Co-fluampicil 125mg/125mg/5ml oral suspension,Ampicillin trihydrate,-9.223372036854776e+18,,Access,Penicillins,Oral,0
361,vmp,39732711000001100,0501013L0AAAAAA,Co-fluampicil 250mg/250mg capsules,Flucloxacillin sodium,-9.223372036854776e+18,,Access,Penicillins,Oral,0
362,vmp,39732711000001100,0501013L0AAAAAA,Co-fluampicil 250mg/250mg capsules,Ampicillin trihydrate,-9.223372036854776e+18,,Access,Penicillins,Oral,0
363,vmp,323624001,0501013L0AAAAAA,Co-fluampicil 250mg/250mg capsules,Flucloxacillin sodium,-9.223372036854776e+18,,Access,Penicillins,Oral,0
364,vmp,323624001,0501013L0AAAAAA,Co-fluampicil 250mg/250mg capsules,Ampicillin trihydrate,-9.223372036854776e+18,,Access,Penicillins,Oral,0
365,vmp,323626004,0501013L0AAABAB,Co-fluampicil 250mg/250mg powder for solution for injection vials,Flucloxacillin sodium,-9.223372036854776e+18,,Access,Penicillins,Injectable,0
366,vmp,323626004,0501013L0AAABAB,Co-fluampicil 250mg/250mg powder for solution for injection vials,Flucloxacillin sodium,-9.223372036854776e+18,,Access,Penicillins,Injectable,0
367,vmp,323626004,0501013L0AAABAB,Co-fluampicil 250mg/250mg powder for solution for injection vials,Ampicillin sodium,-9.223372036854776e+18,,Access,Penicillins,Injectable,0
368,vmp,323626004,0501013L0AAABAB,Co-fluampicil 250mg/250mg powder for solution for injection vials,Ampicillin sodium,-9.223372036854776e+18,,Access,Penicillins,Injectable,0
369,vmp,324359004,0501080D0AAAJAJ,Co-trimoxazole 160mg/800mg tablets,Sulfamethoxazole,-9.223372036854776e+18,,Access,Sulfonamides and trimethoprim,Oral,0
370,vmp,324359004,0501080D0AAAJAJ,Co-trimoxazole 160mg/800mg tablets,Trimethoprim,-9.223372036854776e+18,,Access,Sulfonamides and trimethoprim,Oral,0
371,vmp,36091911000001107,0501080D0AAATAT,Co-trimoxazole 160mg/800mg/10ml solution for infusion ampoules,Sulfamethoxazole,-9.223372036854776e+18,,Access,Sulfonamides and trimethoprim,Injectable,0
372,vmp,36091911000001107,0501080D0AAATAT,Co-trimoxazole 160mg/800mg/10ml solution for infusion ampoules,Trimethoprim,-9.223372036854776e+18,,Access,Sulfonamides and trimethoprim,Injectable,0
373,vmp,346384005,0501080D0AAATAT,Co-trimoxazole 160mg/800mg/10ml solution for infusion ampoules,Sulfamethoxazole,-9.223372036854776e+18,,Access,Sulfonamides and trimethoprim,Injectable,0
374,vmp,346384005,0501080D0AAATAT,Co-trimoxazole 160mg/800mg/10ml solution for infusion ampoules,Trimethoprim,-9.223372036854776e+18,,Access,Sulfonamides and trimethoprim,Injectable,0
375,vmp,35313211000001104,0501080D0AAACAC,Co-trimoxazole 40mg/200mg/5ml oral suspension sugar free,Sulfamethoxazole,-9.223372036854776e+18,,Access,Sulfonamides and trimethoprim,Oral,0
376,vmp,35313211000001104,0501080D0AAACAC,Co-trimoxazole 40mg/200mg/5ml oral suspension sugar free,Trimethoprim,-9.223372036854776e+18,,Access,Sulfonamides and trimethoprim,Oral,0
377,vmp,324366003,0501080D0AAACAC,Co-trimoxazole 40mg/200mg/5ml oral suspension sugar free,Sulfamethoxazole,-9.223372036854776e+18,,Access,Sulfonamides and trimethoprim,Oral,0
378,vmp,324366003,0501080D0AAACAC,Co-trimoxazole 40mg/200mg/5ml oral suspension sugar free,Trimethoprim,-9.223372036854776e+18,,Access,Sulfonamides and trimethoprim,Oral,0
379,vmp,324357002,0501080D0AAAHAH,Co-trimoxazole 80mg/400mg tablets,Sulfamethoxazole,-9.223372036854776e+18,,Access,Sulfonamides and trimethoprim,Oral,0
380,vmp,324357002,0501080D0AAAHAH,Co-trimoxazole 80mg/400mg tablets,Trimethoprim,-9.223372036854776e+18,,Access,Sulfonamides and trimethoprim,Oral,0
381,vmp,324362001,0501080D0AAAEAE,Co-trimoxazole 80mg/400mg/5ml oral suspension,Sulfamethoxazole,-9.223372036854776e+18,,Access,Sulfonamides and trimethoprim,Oral,0
382,vmp,324362001,0501080D0AAAEAE,Co-trimoxazole 80mg/400mg/5ml oral suspension,Trimethoprim,-9.223372036854776e+18,,Access,Sulfonamides and trimethoprim,Oral,0
383,vmp,3653911000001100,0501080D0AAABAB,Co-trimoxazole 80mg/400mg/5ml solution for infusion ampoules,Sulfamethoxazole,-9.223372036854776e+18,,Access,Sulfonamides and trimethoprim,Injectable,0
384,vmp,3653911000001100,0501080D0AAABAB,Co-trimoxazole 80mg/400mg/5ml solution for infusion ampoules,Trimethoprim,-9.223372036854776e+18,,Access,Sulfonamides and trimethoprim,Injectable,0
385,vmp,18782111000001105,1201010ADAAAAAA,Colistimethate 1% ear drops,Colistimethate sodium,-9.223372036854776e+18,,Uncategorised,Others,Topical,0
386,vmp,22555311000001104,0501070I0AAAGAG,"Colistimethate 1,662,500unit inhalation powder capsules",Colistimethate sodium,3.0,408165007.0,Uncategorised,Others,Other,1
387,vmp,4256011000001107,0501070I0AAADAD,Colistimethate 1million unit powder for nebuliser solution unit dose vials,Colistimethate sodium,3.0,408165007.0,Uncategorised,Others,Other,1
388,vmp,324311004,0501070I0AAABAB,Colistimethate 1million unit powder for solution for injection vials,Colistimethate sodium,9.0,408165007.0,Uncategorised,Others,Injectable,1
389,vmp,324311004,0501070I0AAABAB,Colistimethate 1million unit powder for solution for injection vials,Colistimethate sodium,9.0,408165007.0,Uncategorised,Others,Injectable,1
390,vmp,32936911000001103,0501070I0AAAHAH,Colistimethate 2million unit powder for nebuliser solution unit dose vials,Colistimethate sodium,-9.223372036854776e+18,,Uncategorised,Others,Other,0
391,vmp,4638311000001106,0501070I0AAAEAE,Colistimethate 2million unit powder for solution for injection vials,Colistimethate sodium,9.0,408165007.0,Uncategorised,Others,Injectable,1
392,vmp,4638311000001106,0501070I0AAAEAE,Colistimethate 2million unit powder for solution for injection vials,Colistimethate sodium,9.0,408165007.0,Uncategorised,Others,Injectable,1
393,vmp,324310003,0501070I0AAAAAA,"Colistimethate 500,000unit powder for solution for injection vials",Colistimethate sodium,9.0,408165007.0,Uncategorised,Others,Injectable,1
394,vmp,324310003,0501070I0AAAAAA,"Colistimethate 500,000unit powder for solution for injection vials",Colistimethate sodium,9.0,408165007.0,Uncategorised,Others,Injectable,1
395,vmp,39707811000001100,0501070H0AAAEAE,Colistin 1.5million unit tablets,Colistin sulfate,-9.223372036854776e+18,,Reserve,Others,Oral,0
396,vmp,324308000,0501070H0AAAEAE,Colistin 1.5million unit tablets,Colistin sulfate,-9.223372036854776e+18,,Reserve,Others,Oral,0
397,vmp,24666511000001106,,"Colistin 10,000,000units/5ml oral solution",Colistin sulfate,-9.223372036854776e+18,,Reserve,Others,Oral,0
398,vmp,30956811000001100,,"Colistin 15,000,000units/5ml oral solution",Colistin sulfate,-9.223372036854776e+18,,Reserve,Others,Oral,0
399,vmp,4615111000001106,1310011W0AAAAAA,Colistin 19.5million unit powder vials,Colistin sulfate,-9.223372036854776e+18,,Reserve,Others,Other,0
400,vmp,4615111000001106,1310011W0AAAAAA,Colistin 19.5million unit powder vials,Colistin sulfate,-9.223372036854776e+18,,Reserve,Others,Other,0
401,vmp,4615111000001106,1310011W0AAAAAA,Colistin 19.5million unit powder vials,Colistin sulfate,-9.223372036854776e+18,,Reserve,Others,Other,0
402,vmp,4615111000001106,1310011W0AAAAAA,Colistin 19.5million unit powder vials,Colistin sulfate,-9.223372036854776e+18,,Reserve,Others,Other,0
403,vmp,35030211000001102,,"Colistin 2,500,000units/5ml oral solution",Colistin sulfate,-9.223372036854776e+18,,Reserve,Others,Oral,0
404,vmp,36091411000001104,0501070H0AAADAD,"Colistin 250,000units/5ml oral solution",Colistin sulfate,-9.223372036854776e+18,,Reserve,Others,Oral,0
405,vmp,324309008,0501070H0AAADAD,"Colistin 250,000units/5ml oral solution",Colistin sulfate,-9.223372036854776e+18,,Reserve,Others,Oral,0
406,vmp,24665911000001106,,"Colistin 5,000,000units/5ml oral solution",Colistin sulfate,-9.223372036854776e+18,,Reserve,Others,Oral,0
407,vmp,324457003,0501090E0AAABAB,Cycloserine 250mg capsules,Cycloserine,750.0,258684004.0,Uncategorised,Others,Oral,1
408,vmp,34377311000001104,0501070AFAAAAAA,Dalbavancin 500mg powder for solution for infusion vials,Dalbavancin hydrochloride,1500.0,258684004.0,Reserve,Others,Injectable,1
409,vmp,324911008,0504010Q0AAAAAA,Dapsone 100mg / Pyrimethamine 12.5mg tablets,Dapsone,75.0,258684004.0,Uncategorised,Others,Oral,1
410,vmp,324507009,0501100H0AAAHAH,Dapsone 100mg tablets,Dapsone,50.0,258684004.0,Uncategorised,Others,Oral,1
411,vmp,36903611000001107,0501100H0AAAPAP,Dapsone 20mg/5ml oral suspension,Dapsone,50.0,258684004.0,Uncategorised,Others,Oral,1
412,vmp,8430111000001106,0501100H0AAAMAM,Dapsone 40mg/5ml oral suspension,Dapsone,50.0,258684004.0,Uncategorised,Others,Oral,1
413,vmp,324506000,0501100H0AAAFAF,Dapsone 50mg tablets,Dapsone,50.0,258684004.0,Uncategorised,Others,Oral,1
414,vmp,8430011000001105,0501100H0AAALAL,Dapsone 50mg/5ml oral suspension,Dapsone,50.0,258684004.0,Uncategorised,Others,Oral,1
415,vmp,11712911000001103,0501100H0AAAKAK,Dapsone 5mg/5ml oral solution,Dapsone,50.0,258684004.0,Uncategorised,Others,Oral,1
416,vmp,11713011000001106,0501100H0AAAKAK,Dapsone 5mg/5ml oral suspension,Dapsone,50.0,258684004.0,Uncategorised,Others,Oral,1
417,vmp,34818711000001105,0501100H0AAANAN,Dapsone 75mg/5ml oral suspension,Dapsone,50.0,258684004.0,Uncategorised,Others,Oral,1
418,vmp,10140911000001105,0501070Y0AAAAAA,Daptomycin 350mg powder for solution for infusion vials,Daptomycin,280.0,258684004.0,Reserve,Others,Injectable,1
419,vmp,10961311000001108,0501070Y0AAABAB,Daptomycin 500mg powder for solution for infusion vials,Daptomycin,280.0,258684004.0,Reserve,Others,Injectable,1
420,vmp,27800311000001101,0501090W0AAAAAA,Delamanid 50mg tablets,Delamanid,200.0,258684004.0,Uncategorised,Others,Oral,1
421,vmp,324049005,0501030F0AAAAAA,Demeclocycline 150mg capsules,Demeclocycline hydrochloride,600.0,258684004.0,Uncategorised,Tetracyclines,Oral,1
422,vmp,371595007,0501030F0AAAIAI,Demeclocycline 150mg tablets,Demeclocycline hydrochloride,600.0,258684004.0,Uncategorised,Tetracyclines,Oral,1
423,vmp,11713311000001109,0501030F0AAAGAG,Demeclocycline 150mg/5ml oral solution,Demeclocycline hydrochloride,600.0,258684004.0,Uncategorised,Tetracyclines,Oral,1
424,vmp,11713411000001102,0501030F0AAAGAG,Demeclocycline 150mg/5ml oral suspension,Demeclocycline hydrochloride,600.0,258684004.0,Uncategorised,Tetracyclines,Oral,1
425,vmp,32785511000001100,,Demeclocycline 300mg capsules,Demeclocycline hydrochloride,-9.223372036854776e+18,,Uncategorised,Tetracyclines,Oral,0
426,vmp,11713511000001103,0501030F0AAAFAF,Demeclocycline 300mg/5ml oral solution,Demeclocycline hydrochloride,600.0,258684004.0,Uncategorised,Tetracyclines,Oral,1
427,vmp,11713611000001104,0501030F0AAAFAF,Demeclocycline 300mg/5ml oral suspension,Demeclocycline hydrochloride,600.0,258684004.0,Uncategorised,Tetracyclines,Oral,1
428,vmp,11713711000001108,0501030F0AAAHAH,Demeclocycline 75mg/5ml oral solution,Demeclocycline hydrochloride,600.0,258684004.0,Uncategorised,Tetracyclines,Oral,1
429,vmp,11713811000001100,0501030F0AAAHAH,Demeclocycline 75mg/5ml oral suspension,Demeclocycline hydrochloride,600.0,258684004.0,Uncategorised,Tetracyclines,Oral,1
430,vmp,134748003,1104010I0AAAPAP,Dexamethasone 0.1% / Tobramycin 0.3% eye drops,Tobramycin,-9.223372036854776e+18,,Watch,Aminoglycosides,Topical,0
431,vmp,428353009,0501022C0AAAAAA,Doripenem 500mg powder for solution for infusion vials,Doripenem monohydrate,1.5,258682000.0,Watch,Cephalosporins and other beta-lactams,Injectable,1
432,vmp,324059006,0501030I0AAABAB,Doxycycline 100mg capsules,Doxycycline hyclate,100.0,258684004.0,Access,Tetracyclines,Oral,1
433,vmp,39710311000001106,0501030I0AAAEAE,Doxycycline 100mg dispersible tablets sugar free,Doxycycline monohydrate,100.0,258684004.0,Access,Tetracyclines,Oral,1
434,vmp,324072007,0501030I0AAAEAE,Doxycycline 100mg dispersible tablets sugar free,Doxycycline monohydrate,100.0,258684004.0,Access,Tetracyclines,Oral,1
435,vmp,421341000,0501030I0AAALAL,Doxycycline 100mg tablets,Doxycycline hyclate,100.0,258684004.0,Access,Tetracyclines,Oral,1
436,vmp,32876211000001101,0501030I0AAAKAK,Doxycycline 100mg/5ml oral suspension,Doxycycline hyclate,100.0,258684004.0,Access,Tetracyclines,Oral,1
437,vmp,10455111000001100,,Doxycycline 100mg/5ml solution for injection ampoules,Doxycycline hyclate,-9.223372036854776e+18,,Access,Tetracyclines,Injectable,0
438,vmp,408607002,1203010U0AAABAB,Doxycycline 20mg tablets,Doxycycline hyclate,100.0,258684004.0,Access,Tetracyclines,Oral,1
439,vmp,324067003,1203010U0AAABAB,Doxycycline 20mg tablets,Doxycycline hyclate,100.0,258684004.0,Access,Tetracyclines,Oral,1
440,vmp,28045911000001108,,Doxycycline 36.4mg/260mg periodontal gel cartridge,Doxycycline hyclate,-9.223372036854776e+18,,Access,Tetracyclines,Topical,0
441,vmp,36564611000001104,0501030Z0AAAAAA,Doxycycline 40mg modified-release capsules,Doxycycline monohydrate,100.0,258684004.0,Access,Tetracyclines,Oral,1
442,vmp,423491006,0501030Z0AAAAAA,Doxycycline 40mg modified-release capsules,Doxycycline monohydrate,100.0,258684004.0,Access,Tetracyclines,Oral,1
443,vmp,324070004,0501030I0AAAAAA,Doxycycline 50mg capsules,Doxycycline hyclate,100.0,258684004.0,Access,Tetracyclines,Oral,1
444,vmp,8485211000001101,0501030I0AAAHAH,Doxycycline 50mg/5ml oral solution,Doxycycline hyclate,100.0,258684004.0,Access,Tetracyclines,Oral,1
445,vmp,8485311000001109,0501030I0AAAHAH,Doxycycline 50mg/5ml oral suspension,Doxycycline hyclate,100.0,258684004.0,Access,Tetracyclines,Oral,1
446,vmp,4792411000001101,0501022B0AAAAAA,Ertapenem 1g powder for solution for infusion vials,Ertapenem sodium,1.0,258682000.0,Watch,Cephalosporins and other beta-lactams,Injectable,1
447,vmp,10636911000001105,1103010I0AAAAAA,Erythromycin 0.5% eye ointment,Erythromycin,-9.223372036854776e+18,,Watch,Macrolides,Topical,0
448,vmp,324215006,0501050K0AAAAAA,Erythromycin 1g powder for solution for infusion vials,Erythromycin lactobionate,1.0,258682000.0,Watch,Macrolides,Injectable,1
449,vmp,332350005,1306010I0AAADAD,Erythromycin 2% gel,Erythromycin,-9.223372036854776e+18,,Watch,Macrolides,Topical,0
450,vmp,332346003,1306010I0AAAAAA,Erythromycin 2% solution,Erythromycin,-9.223372036854776e+18,,Watch,Macrolides,Topical,0
451,vmp,36064711000001106,0501050C0AAAKAK,Erythromycin 250mg gastro-resistant capsules,Erythromycin,1.0,258682000.0,Watch,Macrolides,Oral,1
452,vmp,324209006,0501050C0AAAKAK,Erythromycin 250mg gastro-resistant capsules,Erythromycin,1.0,258682000.0,Watch,Macrolides,Oral,1
453,vmp,324178009,0501050C0AAABAB,Erythromycin 250mg gastro-resistant tablets,Erythromycin,1.0,258682000.0,Watch,Macrolides,Oral,1
454,vmp,332351009,1306010I0AAAEAE,Erythromycin 4% gel,Erythromycin,-9.223372036854776e+18,,Watch,Macrolides,Topical,0
455,vmp,332347007,1306010I0AAABAB,Erythromycin 40mg/ml / Zinc acetate 12mg/ml lotion,Erythromycin,-9.223372036854776e+18,,Watch,Macrolides,Topical,0
456,vmp,324232005,0501050H0AAAAAA,Erythromycin ethyl succinate 125mg/5ml oral suspension,Erythromycin ethyl succinate,2.0,258682000.0,Watch,Macrolides,Oral,1
457,vmp,36564711000001108,0501050H0AAALAL,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free,Erythromycin ethyl succinate,2.0,258682000.0,Watch,Macrolides,Oral,1
458,vmp,324191005,0501050H0AAALAL,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free,Erythromycin ethyl succinate,2.0,258682000.0,Watch,Macrolides,Oral,1
459,vmp,324233000,0501050H0AAABAB,Erythromycin ethyl succinate 250mg/5ml oral suspension,Erythromycin ethyl succinate,2.0,258682000.0,Watch,Macrolides,Oral,1
